@relation 'FinalSampleData-weka.filters.unsupervised.attribute.Remove-R2-3,6-7,14,16-19,21-22,24-25,28_predicted'

@attribute NMF numeric
@attribute LC numeric
@attribute LC_1 numeric
@attribute NAD numeric
@attribute ' NUC' numeric
@attribute ' AGE' numeric
@attribute ' NMS' numeric
@attribute ' NMD' numeric
@attribute ' Entropy ' numeric
@attribute NDVE numeric
@attribute CFC numeric
@attribute NCC numeric
@attribute NFC numeric
@attribute predicteda2a numeric
@attribute a2a numeric

@data
374,26317,41775,184,385,160,1,67,7.038811,1,?,?,?,84.855281,84.804153
374,26342,41816,202,455,209,1,67,7.034383,1,?,?,?,84.844469,84.804153
374,26305,41789,184,386,160,1,67,7.037896,1,?,?,?,84.855281,84.804153
374,26253,41589,202,456,209,1,67,7.026781,1,?,?,?,84.847781,84.824168
374,26253,41599,184,386,167,1,67,7.027501,1,?,?,?,84.859524,84.824168
377,26310,41668,202,457,214,1,67,7.031494,1,?,?,?,84.847011,84.824168
377,26264,41786,184,387,169,1,67,7.02532,1,?,?,?,84.856628,84.824168
377,26273,41785,202,457,213,1,67,7.026053,1,?,?,?,84.843699,84.824168
378,26315,41921,184,388,170,1,67,7.032446,1,?,?,?,84.856628,84.709769
378,26317,41895,203,459,206,1,67,7.032874,1,?,?,?,84.844469,84.709769
380,26331,41941,185,388,167,1,67,7.036976,1,?,?,?,84.856213,84.709769
380,26331,41933,203,460,210,1,67,7.035976,1,?,?,?,84.843699,84.709769
380,26333,41953,185,389,167,1,67,7.036344,1,?,?,?,84.856213,84.709769
380,26333,41945,203,461,210,1,67,7.035772,1,?,?,?,84.843699,84.709769
383,26745,42437,185,389,168,1,67,7.039742,1,?,?,?,84.856409,84.697005
383,26748,42426,205,465,213,1,67,7.038943,1,?,?,?,84.843481,84.697005
383,26761,42505,187,390,168,1,67,7.035515,1,?,?,?,84.854009,84.697005
383,26756,42428,205,466,213,1,67,7.039124,1,?,?,?,84.843481,84.697005
383,26756,42442,187,390,168,1,67,7.039884,1,?,?,?,84.854009,84.697005
383,26756,42428,205,466,213,1,67,7.039124,1,?,?,?,84.843481,84.697005
383,26737,42469,187,391,168,1,67,7.038016,1,?,?,?,84.854009,84.697005
383,26758,42476,205,467,211,1,67,7.039536,1,?,?,?,84.843481,84.697005
383,26808,42546,187,391,168,1,67,7.044082,1,?,?,?,84.879758,84.716981
383,26808,42536,204,468,211,1,67,7.043327,1,?,?,?,84.84196,84.716981
383,26808,42550,187,391,168,1,67,7.044085,1,?,?,?,84.879758,84.716981
383,26808,42536,204,468,211,1,67,7.043327,1,?,?,?,84.84196,84.716981
383,26808,42552,187,392,168,1,67,7.043947,1,?,?,?,84.878797,84.716981
383,26810,42546,204,470,211,1,67,7.042636,1,?,?,?,84.84196,84.716981
383,26808,42552,187,393,168,1,67,7.043947,1,?,?,?,84.878797,84.716981
383,26832,42562,204,470,211,1,67,7.045144,1,?,?,?,84.977255,84.725818
383,26808,42556,187,393,167,1,67,7.044324,1,?,?,?,86.58331,87.792381
420,28159,46511,207,471,275,1,72,7.202931,3,?,?,?,84.954546,86.443345
421,28206,46686,190,393,166,1,72,7.210473,4,?,?,?,82.812391,83.095238
421,28182,46652,208,471,272,1,72,7.208128,3,?,?,?,82.862425,83.082796
421,28182,46664,191,393,166,1,72,7.20888,4,?,?,?,82.836152,83.082796
422,28179,46685,208,471,275,1,72,7.209678,3,?,?,?,82.8987,83.082796
422,28192,46718,191,393,167,1,72,7.211555,4,?,?,?,82.812391,83.082796
422,28192,46708,208,472,278,1,72,7.210676,3,?,?,?,82.858628,83.082796
425,28252,46848,191,393,171,1,72,7.217784,4,?,?,?,82.812391,83.082796
425,28253,46839,208,473,267,1,72,7.217066,3,?,?,?,82.818301,83.082796
425,28253,46851,191,393,170,1,72,7.217815,4,?,?,?,82.812391,83.082796
425,28285,46871,208,473,266,1,72,7.218651,3,?,?,?,82.818301,83.082796
425,28308,46972,190,393,177,1,72,7.225712,4,?,?,?,82.803444,82.646911
425,28308,46960,208,473,265,1,72,7.225221,3,?,?,?,82.809253,82.646911
425,28303,46979,191,393,177,1,72,7.22592,4,?,?,?,82.803444,82.646911
425,28309,46975,208,473,265,1,72,7.225321,3,?,?,?,82.809253,82.646911
425,28292,46978,190,393,177,1,72,7.225244,4,?,?,?,82.803444,82.646911
425,28411,47121,208,473,265,1,72,7.231659,3,?,?,?,82.820965,82.646911
425,28294,46996,191,393,174,1,72,7.225977,4,?,?,?,82.803444,82.646911
425,28220,46920,208,473,265,1,72,7.224524,3,?,?,?,82.809253,82.646911
425,28208,46944,191,393,174,1,72,7.224511,4,?,?,?,82.803686,82.672024
425,28208,46932,208,473,265,1,72,7.224009,3,?,?,?,82.809495,82.672024
425,28208,46944,191,393,174,1,72,7.224511,4,?,?,?,82.803686,82.672024
425,28208,46936,208,473,265,1,72,7.224368,3,?,?,?,82.809495,82.672024
436,28470,47282,193,393,192,1,73,7.236144,4,?,?,?,82.812989,82.589062
436,28470,47260,212,473,271,1,73,7.235775,3,?,?,?,82.66969,82.589062
436,28470,47282,196,393,192,1,73,7.236144,4,?,?,?,82.812989,82.589062
436,28471,47259,212,473,271,1,73,7.235839,3,?,?,?,82.66969,82.589062
169,5443,14301,90,698,642,2,47,5.347215,1,?,?,?,93.638278,93.736059
144,3168,11134,38,692,668,3,52,6.098907,0,?,?,?,97.507987,97.831587
144,3022,11288,35,698,286,3,52,6.076572,1,?,?,?,97.223181,97.831587
144,2754,11450,45,698,805,2,42,4.735789,1,?,?,?,94.325199,94.542021
171,5596,14462,92,698,637,2,47,5.376936,1,?,?,?,93.66193,93.683819
144,2753,11447,50,698,807,2,42,4.735859,1,?,?,?,94.364723,94.542021
171,5619,14497,92,698,637,2,47,5.377862,1,?,?,?,93.66193,93.990295
150,3891,12985,40,692,666,3,53,6.071466,0,?,?,?,96.888827,97.513257
146,3438,12808,46,698,799,2,42,4.818685,1,?,?,?,93.961001,94.059406
406,4712,37924,309,704,580,2,99,6.863011,1,?,?,?,81.061502,81.113394
273,1274,19288,241,698,605,2,74,6.464581,0,?,?,?,87.183894,86.758571
146,3438,12808,53,698,799,2,42,4.818685,1,?,?,?,93.940126,94.059406
406,4712,37924,318,704,580,2,99,6.863011,1,?,?,?,80.983825,81.113394
275,1257,19843,242,698,593,2,75,6.500309,0,?,?,?,87.164185,86.727108
148,3455,12825,54,698,792,2,43,4.827308,1,?,?,?,93.935209,93.841754
406,4712,37924,318,704,580,2,99,6.863011,1,?,?,?,80.983825,81.06387
273,1274,19288,241,698,600,2,74,6.464581,0,?,?,?,87.174821,86.724859
146,3438,12808,53,698,799,2,42,4.818685,1,?,?,?,93.940126,94.043528
406,4712,37924,318,704,580,2,99,6.863011,1,?,?,?,80.983825,81.06387
273,1274,19288,241,698,600,2,74,6.464581,0,?,?,?,87.174821,86.724859
146,3438,12808,53,698,799,2,42,4.818685,1,?,?,?,93.940126,94.043528
146,3438,12806,70,698,770,2,44,4.818267,1,?,?,?,93.916291,94.043528
146,3438,12808,54,698,799,2,42,4.818685,1,?,?,?,93.940126,94.043528
147,3438,12810,70,698,771,2,44,4.82085,1,?,?,?,93.916291,94.043528
146,3438,12808,54,698,799,2,42,4.818685,1,?,?,?,93.940126,94.043528
146,3440,12808,70,698,770,2,44,4.819403,1,?,?,?,93.916291,94.043528
146,3438,12808,54,698,798,2,42,4.818685,1,?,?,?,93.940126,94.043528
147,3438,12826,70,698,767,2,45,4.827543,1,?,?,?,93.915812,94.043528
146,3438,12808,54,698,799,2,42,4.818685,1,?,?,?,93.940126,94.043528
146,3438,12806,70,698,770,2,44,4.818267,1,?,?,?,93.916291,94.043528
147,3439,12829,47,698,788,2,43,4.828354,1,?,?,?,93.945404,94.043528
148,3419,12879,71,698,775,2,46,4.843884,1,?,?,?,93.919986,94.043528
148,3440,12830,54,698,791,2,44,4.829153,1,?,?,?,93.935209,94.043528
148,3440,12828,71,698,766,2,46,4.828737,1,?,?,?,93.915812,94.043528
148,3440,12830,54,698,791,2,44,4.829153,1,?,?,?,93.935209,94.043528
148,3440,12828,71,698,766,2,46,4.828737,1,?,?,?,93.915812,94.043528
148,3440,12830,54,698,791,2,44,4.829153,1,?,?,?,93.935209,94.043528
149,3440,12832,71,698,757,2,46,4.831313,1,?,?,?,93.915812,94.043528
148,3445,12841,54,698,791,2,44,4.832715,1,?,?,?,93.935209,94.043528
148,3462,12856,71,698,766,2,46,4.831133,1,?,?,?,93.915812,94.043528
148,3462,12858,54,698,791,2,44,4.831548,1,?,?,?,93.935209,94.043528
150,3596,12990,73,698,749,2,46,4.873514,1,?,?,?,93.87833,93.971767
148,3462,12858,54,698,791,2,44,4.831548,1,?,?,?,93.935209,94.033549
148,3462,12856,71,698,766,2,46,4.831133,1,?,?,?,93.915812,94.033549
6,30,232,0,49,358,1,2,1.804818,3,?,?,?,97.086458,96.496159
2,30,94,0,9,398,1,1,0.520738,3,?,?,?,97.627512,96.1395
178,6509,16089,71,698,668,2,47,5.458067,1,?,?,?,93.355705,93.262012
179,6509,16089,95,699,658,2,50,5.458015,1,?,?,?,93.295206,93.262012
179,6495,16085,75,698,668,2,47,5.456735,1,?,?,?,93.32575,93.262012
179,6520,16112,95,699,658,2,50,5.462865,1,?,?,?,93.295206,93.262012
232,7532,21414,67,698,580,3,55,6.095662,1,?,?,?,92.976145,93.205706
182,6517,16423,95,699,658,2,50,5.520691,1,?,?,?,93.277437,93.262012
182,6519,16415,76,698,665,2,47,5.517786,1,?,?,?,93.308094,93.262012
183,6522,16438,95,699,649,2,50,5.525687,1,?,?,?,93.277437,93.262012
183,6523,16439,75,698,664,2,47,5.525736,1,?,?,?,93.307793,93.262012
183,6528,16444,95,699,649,2,50,5.525631,1,?,?,?,93.277437,93.262012
183,6528,16444,76,698,664,2,47,5.525682,1,?,?,?,93.308094,93.262012
184,6528,16446,95,699,649,2,50,5.526716,1,?,?,?,93.277437,93.262012
185,6492,16496,74,698,656,2,47,5.539234,1,?,?,?,93.305622,93.262012
185,6530,16486,95,699,642,2,50,5.537292,1,?,?,?,93.275266,93.262012
185,6492,16532,74,699,656,2,47,5.544659,1,?,?,?,93.276989,93.262012
184,6530,16450,95,700,649,2,50,5.526913,1,?,?,?,93.223833,93.262012
184,6527,16455,76,700,659,2,47,5.527897,1,?,?,?,93.223685,93.262012
184,6530,16450,95,701,649,2,50,5.526913,1,?,?,?,93.223833,93.262012
184,6530,16450,76,700,659,2,47,5.526964,1,?,?,?,93.225856,93.262012
184,6530,16450,95,701,649,2,50,5.526913,2,?,?,?,93.223833,93.262012
184,6530,16450,76,700,659,2,47,5.526964,1,?,?,?,93.225856,93.262012
185,6530,16454,95,701,646,2,50,5.528839,2,?,?,?,93.223833,93.262012
184,6530,16450,76,700,659,2,47,5.526964,1,?,?,?,93.225856,93.262012
187,7657,25207,96,702,634,2,50,4.919961,2,?,?,?,92.402253,93.13192
208,8845,33745,72,700,682,2,54,4.669178,1,?,?,?,92.622394,92.715356
208,8844,33764,99,703,705,2,57,4.670684,2,?,?,?,92.589505,92.715356
237,7304,21172,65,700,591,3,56,6.149658,1,?,?,?,92.463617,93.205706
208,8864,33784,99,703,705,2,57,4.670197,2,?,?,?,92.587118,92.715356
271,1006,17732,122,710,214,3,69,5.813553,1,?,?,?,88.38509,87.581815
202,141,12865,123,703,789,2,47,4.930992,1,?,?,?,87.90948,87.723333
209,8972,33874,63,700,677,2,54,4.675551,1,?,?,?,92.638809,92.70619
209,8972,33874,100,703,705,2,57,4.675526,2,?,?,?,92.587118,92.70619
209,8972,33874,77,700,677,2,54,4.675551,1,?,?,?,92.605076,92.70619
209,8972,33874,100,703,705,2,57,4.675526,2,?,?,?,92.587118,92.70619
196,211,12755,123,710,190,2,51,4.907052,1,?,?,?,87.959948,87.915194
196,246,12724,120,703,816,2,44,4.898422,1,?,?,?,87.923303,87.915194
209,8972,33874,76,700,677,2,54,4.675551,1,?,?,?,92.603798,92.70619
210,8977,33881,100,703,706,2,58,4.677387,2,?,?,?,92.587118,92.70619
209,8972,33874,77,700,677,2,54,4.675551,1,?,?,?,92.605076,92.70619
209,8972,33874,100,703,705,2,57,4.675526,2,?,?,?,92.587118,92.70619
209,8972,33874,77,700,677,2,54,4.675551,1,?,?,?,92.605076,92.70619
451,9218,68892,282,710,590,2,106,6.399956,1,?,?,?,80.530217,80.329691
196,238,12736,120,703,816,2,44,4.904637,1,?,?,?,87.884778,87.915194
209,8972,33874,76,700,677,2,54,4.675551,1,?,?,?,92.603798,92.70619
451,9218,68908,282,710,590,2,106,6.399451,1,?,?,?,80.530217,80.329691
196,241,12731,120,703,820,2,44,4.902476,1,?,?,?,87.923303,87.915194
209,8972,33874,76,700,677,2,54,4.675551,1,?,?,?,92.603798,92.70619
210,8977,33885,100,703,703,2,58,4.678239,2,?,?,?,92.587118,92.70619
209,8972,33874,77,700,677,2,54,4.675551,1,?,?,?,92.605076,92.70619
453,9210,70000,282,710,592,2,107,6.447,1,?,?,?,80.530217,80.267807
197,238,12776,119,703,810,2,44,4.922633,1,?,?,?,87.88286,87.903512
209,8972,33874,76,700,677,2,54,4.675551,1,?,?,?,92.603798,92.70619
209,9215,34117,100,703,704,2,57,4.673424,2,?,?,?,92.587118,92.70619
200,56,13072,122,710,182,2,53,4.930884,1,?,?,?,88.240591,87.903512
330,774,35854,183,706,660,3,80,6.325642,0,?,?,?,87.332853,87.617694
209,9231,34133,69,700,677,2,54,4.672992,1,?,?,?,92.638809,92.70619
209,9231,34133,100,703,704,2,57,4.672967,2,?,?,?,92.587118,92.70619
213,9231,34143,77,700,659,2,54,4.676046,1,?,?,?,92.605076,92.70619
213,9231,34143,100,703,696,2,57,4.676022,2,?,?,?,92.587118,92.70619
268,289,23767,234,710,590,2,71,6.557529,1,?,?,?,87.375229,87.808779
268,353,23835,243,705,583,2,69,6.559422,0,?,?,?,87.347697,87.808779
214,9295,34317,74,701,657,2,54,4.677834,1,?,?,?,92.603798,92.711643
459,8878,72490,338,710,618,2,107,6.521942,1,?,?,?,80.55755,80.208722
258,254,20768,234,705,609,2,66,6.410139,0,?,?,?,87.280381,85.980479
258,21,20917,238,714,605,2,68,6.414345,1,?,?,?,86.755626,87.848641
259,122,21364,235,705,608,2,67,6.433117,0,?,?,?,87.405097,87.687953
213,9239,34151,74,702,659,2,54,4.675816,1,?,?,?,92.595292,92.711643
463,9361,73529,338,714,629,2,107,6.569851,1,?,?,?,80.55247,80.582344
261,115,22209,236,705,627,2,67,6.489471,0,?,?,?,87.443033,87.687953
213,9239,34151,77,702,659,2,54,4.675816,1,?,?,?,92.59657,92.711643
465,9354,74374,340,714,639,2,107,6.605159,1,?,?,?,80.535222,80.582344
261,115,22209,238,705,627,2,67,6.489471,0,?,?,?,87.443033,87.687953
218,9300,34802,77,702,648,2,55,4.755911,1,?,?,?,92.59657,92.711643
465,9185,74543,339,714,639,2,107,6.600223,1,?,?,?,80.535222,80.582344
259,234,20964,236,705,625,2,66,6.43193,0,?,?,?,87.450774,87.687953
218,9300,34802,77,702,651,2,55,4.755911,1,?,?,?,92.59657,92.711643
218,9300,34802,100,705,692,2,58,4.755887,2,?,?,?,92.580426,92.711643
218,9406,34912,75,702,651,2,55,4.761518,1,?,?,?,92.595292,92.711643
267,9344,39918,107,706,763,3,65,5.299428,2,?,?,?,92.486861,92.546236
334,709,28227,234,714,544,3,84,6.805196,1,?,?,?,87.226251,87.466855
260,248,20730,236,705,619,2,68,6.409848,0,?,?,?,87.451391,87.687953
259,249,20729,238,716,620,2,69,6.409396,1,?,?,?,87.454621,87.687953
336,593,28413,244,709,662,3,84,6.819066,0,?,?,?,87.072972,87.466855
258,251,20711,238,722,616,2,68,6.404477,1,?,?,?,87.454621,87.705352
260,175,20787,237,711,624,2,67,6.417699,0,?,?,?,87.451391,87.674378
273,10736,40332,69,702,576,3,62,5.30651,1,?,?,?,92.52792,92.533134
272,10732,40334,108,711,770,3,65,5.305383,2,?,?,?,92.479405,92.533134
274,10939,40619,73,702,569,3,62,5.327069,1,?,?,?,92.501892,92.4986
274,10987,40679,109,712,770,3,65,5.324103,2,?,?,?,92.469015,92.4986
274,10987,40679,79,703,569,3,62,5.31306,1,?,?,?,92.468102,92.4986
274,11057,40931,109,714,770,3,65,5.294797,2,?,?,?,92.469015,92.4986
274,10965,40985,79,705,569,3,62,5.288663,1,?,?,?,92.46141,92.4986
274,11107,41649,109,714,770,3,65,5.318662,2,?,?,?,92.469015,92.4986
274,10965,40985,79,705,569,3,62,5.288663,1,?,?,?,92.46141,92.4986
274,10970,41006,109,714,765,3,65,5.290712,2,?,?,?,92.469015,92.4986
274,10965,40985,79,705,569,3,62,5.288663,1,?,?,?,92.46141,92.4986
274,11029,41091,109,715,770,3,65,5.282075,2,?,?,?,92.469015,92.4986
274,10965,40985,79,706,569,3,62,5.288663,1,?,?,?,92.46141,92.4986
274,10690,41336,108,714,770,3,65,5.300174,3,?,?,?,92.479405,92.4986
274,10648,41366,78,706,569,3,62,5.305094,1,?,?,?,92.471799,92.4986
274,10965,40999,109,715,770,3,65,5.289938,2,?,?,?,92.469015,92.4986
274,10965,40987,79,706,569,3,62,5.289056,1,?,?,?,92.46141,92.4986
275,10966,41004,109,715,767,3,65,5.291054,2,?,?,?,92.469015,92.4986
275,10966,40994,78,706,572,3,62,5.290684,1,?,?,?,92.46141,92.079955
275,10966,41006,108,715,768,3,65,5.291565,3,?,?,?,92.469015,92.079955
275,10966,40994,78,706,566,3,62,5.290684,1,?,?,?,92.46141,92.079955
275,10971,41015,108,715,763,3,65,5.292731,3,?,?,?,92.469015,92.079955
275,10966,40994,78,706,572,3,62,5.290684,1,?,?,?,92.46141,92.079955
523,11217,81427,346,727,655,3,112,6.790091,1,?,?,?,79.462139,79.738073
259,222,20740,236,715,615,2,66,6.410796,0,?,?,?,87.450774,87.649965
278,11245,41605,77,705,581,3,63,5.331592,1,?,?,?,92.46141,92.478537
278,11367,41719,108,716,763,3,66,5.324752,3,?,?,?,92.419074,92.478537
276,11392,41910,77,707,574,3,62,5.22593,1,?,?,?,92.428181,92.079955
275,30404,44980,109,717,763,3,65,4.991916,3,?,?,?,91.126325,92.203201
274,16504,31068,78,312,574,3,62,5.932706,1,?,?,?,90.717092,92.043741
275,11079,41557,108,717,763,3,65,5.254183,3,?,?,?,92.469015,92.079955
275,11079,41545,78,710,572,3,62,5.253297,1,?,?,?,92.46141,92.079955
275,11079,41557,108,717,763,3,65,5.254183,3,?,?,?,92.469015,92.079955
275,11079,41545,78,710,572,3,62,5.253297,1,?,?,?,92.46141,92.079955
278,11112,41666,108,717,757,3,65,5.271264,3,?,?,?,92.469015,92.079955
278,11112,41654,78,710,573,3,62,5.270389,1,?,?,?,92.46141,92.079955
278,11114,41668,108,717,755,3,65,5.271373,3,?,?,?,92.468392,92.079955
279,11119,41661,78,710,578,3,62,5.271601,1,?,?,?,92.453279,92.079955
526,11365,82089,346,730,646,3,112,6.77569,1,?,?,?,79.488236,79.738073
258,251,20711,235,717,616,2,66,6.404477,0,?,?,?,87.450774,87.649965
258,251,20711,238,730,617,2,68,6.404477,1,?,?,?,87.45672,87.649965
258,251,20711,235,717,616,2,66,6.404477,0,?,?,?,87.450774,87.649965
258,251,20711,238,730,617,2,68,6.404477,1,?,?,?,87.45672,87.649965
259,239,20723,236,717,615,2,67,6.407831,0,?,?,?,87.451391,87.649965
258,251,20711,238,730,617,2,68,6.404477,1,?,?,?,87.45672,87.649965
262,266,29188,237,717,627,2,68,5.719852,0,?,?,?,87.507987,87.619048
278,11126,41668,76,710,573,3,62,5.270108,1,?,?,?,92.472189,92.079955
528,11394,82146,347,730,644,3,112,6.778649,1,?,?,?,79.473633,79.708248
273,792,21398,245,717,609,2,72,6.517267,0,?,?,?,87.261285,86.935825
273,845,21535,247,730,591,2,74,6.526519,1,?,?,?,87.244524,86.935825
276,837,21599,245,717,601,2,72,6.538164,0,?,?,?,87.255112,86.935825
279,11156,41718,75,710,573,3,62,5.276249,1,?,?,?,92.464059,91.784971
537,12018,82798,354,730,634,3,114,6.811392,1,?,?,?,79.351052,79.109781
271,862,21456,245,717,604,2,72,6.513958,0,?,?,?,87.268453,87.274336
271,862,21456,247,730,596,2,74,6.513958,1,?,?,?,87.255422,87.274336
274,843,22531,245,717,605,2,73,6.532689,0,?,?,?,87.265174,87.274336
281,11168,41744,76,710,574,3,63,5.280879,1,?,?,?,92.464059,91.784971
541,12020,84382,354,730,638,3,115,6.840117,1,?,?,?,79.305161,79.109781
277,859,22557,242,717,603,2,75,6.538647,0,?,?,?,87.250846,87.274336
282,11168,41746,77,710,567,3,63,5.281509,1,?,?,?,92.453279,91.784971
542,12052,84458,353,730,636,3,115,6.841018,1,?,?,?,79.291882,79.109781
541,12051,84439,351,710,492,3,112,6.840073,0,?,?,?,79.433272,79.109781
541,12051,84463,384,730,638,3,115,6.841045,1,?,?,?,79.113292,79.109781
276,881,21503,245,717,601,2,73,6.525024,0,?,?,?,87.196342,87.274336
289,881,22629,260,730,580,2,77,6.573959,1,?,?,?,87.111568,86.419972
343,886,25462,281,717,575,2,80,6.882381,0,?,?,?,84.716429,84.578612
343,886,25462,302,730,649,2,82,6.882381,1,?,?,?,84.636226,84.578612
343,886,25462,299,717,575,2,80,6.882381,0,?,?,?,84.693259,84.578612
341,886,25454,302,730,650,2,81,6.880178,1,?,?,?,84.655229,84.578612
346,892,25858,300,717,568,2,81,6.918538,0,?,?,?,84.668559,84.50779
345,893,25853,305,730,642,2,83,6.917211,1,?,?,?,84.662787,84.50779
604,12041,89609,385,710,488,3,117,7.049658,0,?,?,?,76.117873,75.687382
603,12050,89622,443,730,650,3,120,7.048912,1,?,?,?,75.872833,75.687382
604,12672,90264,402,710,489,3,117,7.045505,0,?,?,?,76.029792,75.712423
604,12672,90280,444,731,650,3,120,7.04597,1,?,?,?,75.838063,75.712423
6,121,217,1,7,106,1,1,1.421031,3,0,0,0,99.222402,100
2,18,20,1,32,12,1,2,0.992774,3,0,8,0,99.755591,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,8,123,2,99.887765,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,3,9,0,42,74,1,1,0,5,24,1352,13,99.969537,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,22,935,11,99.888389,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
4,49,155,1,8,134,1,2,0.936661,2,5,348,5,99.068226,100
1,5,7,0,22,132,1,1,0,9,?,?,?,99.967886,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
2,54,104,0,49,162,1,2,0.90143,4,?,?,?,99.748221,100
1,0,2,0,2,23,1,1,0,2,?,?,?,99.965527,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
3,18,26,2,111,1190,1,3,1.512645,9,?,?,?,99.101965,100
1,4,4,1,4,18,1,1,0,3,?,?,?,99.929027,100
1,1,1,0,2,57,1,1,0,1,?,?,?,99.963955,100
1,18,18,1,31,0,1,1,0,4,1,76,0,99.970868,100
1,4,16,0,17,12,1,1,0,10,?,?,?,99.966691,100
11,284,372,2,9,2262,1,2,2.628912,3,?,?,?,98.757318,99.611973
1,0,2,0,36,77,1,1,0,5,?,?,?,99.974033,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
2,36,36,2,2,82,1,2,1,2,11,245,2,98.976042,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,19,505,2,99.888049,100
1,19,23,0,13,799,1,1,0,9,?,?,?,99.953146,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
4,41,215,1,48,154,1,2,1.156944,2,1,1437,1,99.627298,99.902629
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
1,18,44,0,5,719,1,1,0,5,?,?,?,99.879709,100
2,89,99,1,6,252,1,2,0.72595,1,1,20,0,98.652067,99.192246
6,424,424,2,5,156,1,2,1.354537,1,?,?,?,98.712404,99.648594
1,0,16,0,9,2733,1,1,0,6,?,?,?,99.968295,100
3,145,147,2,45,639,1,3,0.323111,8,?,?,?,99.740994,100
3,48,422,0,32,251,1,2,0.430184,3,5,47,0,99.818605,100
0,0,0,0,0,0,0,0,0,0,1,3,1,99.879795,100
1,0,18,0,49,348,1,1,0,6,1,100,1,99.972145,100
1,1,1,1,3,17,1,1,0,1,2,2,0,99.963293,100
4,4,28,0,18,284,1,1,1.844941,2,8,636,4,99.657175,100
4,76,130,0,13,132,1,3,0.66876,3,?,?,?,99.742586,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,0,2,0,99.88802,100
1,92,114,0,2,43,1,1,0,2,4,202,1,99.83738,100
0,0,0,0,0,0,0,0,0,0,0,15,0,99.888693,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,8,484,7,99.888478,100
0,0,0,0,0,0,0,0,0,0,0,5,0,99.88878,100
2,2,2,2,80,0,1,1,1,17,?,?,?,99.632012,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,21,864,7,99.888484,100
5,234,524,2,74,395,1,2,1.841398,1,?,?,?,98.424288,99.29442
1,1,1,0,32,173,1,1,0,5,0,303,0,99.974663,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
2,0,16,0,2,28,1,1,0.543564,2,0,0,0,99.899006,100
4,14,124,0,2,476,1,3,1.286285,2,?,?,?,99.590408,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
2,44,76,0,10,34,1,1,0.850382,2,0,0,0,99.829857,100
2,2,22,0,4,0,1,1,0.773227,2,0,0,0,99.831659,100
0,0,0,0,0,0,0,0,0,0,16,1184,8,99.888484,100
2,15,17,1,20,964,1,2,0.873981,9,?,?,?,99.822864,100
1,0,2,0,36,77,1,1,0,5,?,?,?,99.974033,100
4,29,75,0,52,456,1,1,1.959117,4,0,0,0,99.808111,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
3,154,168,1,41,48,1,2,0.806003,1,0,1,0,99.624804,99.902818
5,125,441,0,24,16,1,3,1.06865,2,4,76,2,98.878786,99.935149
1,7,7,1,2,57,1,1,0,2,13,298,3,99.954944,100
0,0,0,0,0,0,0,0,0,0,3,1526,3,99.888271,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
16,381,599,5,18,59,1,4,2.777932,3,38,1476,17,98.248181,99.893843
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,2,49,1,99.887622,100
9,8,88,0,39,92,1,4,2.988545,4,3,214,3,99.420233,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
2,0,4,0,6,350,1,2,1,4,?,?,?,99.958192,100
1,6,76,0,33,59,1,1,0,4,4,173,2,99.957038,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
